job_id,job_title,company,location,sector,category,certainty
0844a2285955401c,Senior Backup & Storage Engineer,DeepSource Technologies,Riyadh,Technology & IT,Backup and Storage Engineer,high
43089dc4594382b8,OpenShift Sales Specialist,"Red Hat, Inc.",Riyadh,Sales & Business Development,Sales Representative,high
7e65983321ae6633,Business Analyst - Data Privacy,TAWANTECH,Riyadh,Legal & Compliance,Compliance Officer,high
b605a59e47864146,Assistant Manager - CCU Operator,Qiddiya Investment Company,Riyadh,Other,Operations Manager,medium
b328780846f4c76f,Data And Analytics Manager,The Cigna Group,Riyadh,Technology & IT,Data Manager,high
fbbfe15179eccfa2,Senior Officer / Assistant Manager,Venture Info Systems,Riyadh,Technology & IT,ITSM Senior Engineer,high
170fee288cfa6da8,"Regional Sales Manager, Royal and Central Government",Palo Alto Networks,Riyadh,Sales & Business Development,Sales Manager,high
f19fa5b6f76199c1,Digital transformation consultant,ريناد المجد,Riyadh,Consulting & Professional Services,Digital Transformation Consultant,high
83b4022c88a69b83,BMS/SCADA Engineer,AtkinsRéalis,Riyadh,Engineering,BMS/SCADA Engineer,high
e4b6f08b8d85d5cc,Senior Specialist - Cybersecurity Risk,Qiddiya Investment Company,Riyadh,Technology & IT,Cybersecurity Analyst,high
a89a0cbc6b82fec2,Manager - HRBP Corporate,Qiddiya Investment Company,Riyadh,Human Resources & Recruitment,HR Business Partner,high
163878239a7a274d,Senior Sales Enablement Manager,Lucidya,Riyadh,Sales & Business Development,Sales Enablement Manager,high
159e13a13b327760,Cost Engineer,Parsons,Riyadh,Construction & Architecture,Cost Engineer,high
6761f0568ced3011,Project Pursuit Manager,Emerson,Dhahran,Sales & Business Development,Business Development Manager,high
e537c82890ac6b94,Forestation Engineer,شركة الراجح الحديثة للمقاولات المحدودة,Jazan,Agriculture & Environment,Forestation Engineer,high
aedbfedf230b2c92,HR & Operations Manager,Geekay Group,Riyadh,Human Resources & Recruitment,HR Manager,high
02bfa1c3702572be,"Process Safety Engineer, (Gas & Power Plant for Refinery) in Jazan, KSA",OMNI INTERNATIONAL CONSULTANTS Co Ltd,Jazan,Engineering,Process Safety Engineer,high
2b0d7efe6cd0a28f,"Senior Manager, Digital Program Delivery (Web & Mobile)",TechTalent,Riyadh,Technology & IT,Program Manager,high
045775f3a8849415,Senior Reservoir Simulation Engineer,Visuna,Bahrain,"Energy, Oil & Gas",Reservoir Engineer,high
e37bf2799e8cf216,Customer Experience Specialist,Sanofi,Jeddah,Sales & Business Development,Sales Representative,high
d28c593fa308eb61,HR Operations Specialist,Nice One,Riyadh,Human Resources & Recruitment,HR Specialist,high
bdfb6388205be20e,Data Center BU Lead,NTT DATA,Riyadh,Sales & Business Development,Sales Manager,high
3a3dd127ffd0a96c,Human Resource Administrator & Document Control Assistant - Saudi Arabia,"AcuTech Group, Inc.",Al Khobar,Human Resources & Recruitment,HR Administrator,high
2e6812e7143f1dfc,Environmental & Sustainability Manager,Parsons,Jeddah,Agriculture & Environment,Environmental & Sustainability Manager,high
2477160b7f390a10,Eagle STAR accounting SME /Specialist - Accounting,Envision Employment Solutions,Riyadh,Finance & Accounting,Accountant,high
26e1f57154019b54,ICT/Non-ICT & Security Engineer,JASARA PMC,Riyadh,Technology & IT,IT Support Specialist,medium
f51dd6f08a113112,Eagle Performance - Eagle Performance SME /Specialist,Envision Employment Solutions,Riyadh,Technology & IT,Software Engineer,medium
c955124a51632174,Sr. Account Technology Strategist - Public Sector,Microsoft,Riyadh,Technology & IT,Account Technology Strategist,medium
675d5233f916c2bf,Data Management Consultant - NDMO Specialist,SWATX,Riyadh,Technology & IT,Data Management Consultant,high
f7ef6ad50ea3313c,Data Management Consultant,SWATX,Riyadh,Technology & IT,Data Management Consultant,high
599f3bfbdf0e7182,Data Engineer,SWATX,Riyadh,Technology & IT,Data Engineer,high
c4b9c70fd97d21a6,Technical Support Specialist – Drilling Services,Baker Hughes,Dhahran,"Energy, Oil & Gas",Technical Support Specialist,high
512cc41064b6493c,Field Service Engineer,NOV Inc.,Dammam,Engineering,Field Service Engineer,high
4bccd80242ff6463,Informatica Engineer - Axon - EDC - IDQ,SWATX,Riyadh,Technology & IT,Data Engineer,high
221c140b457c710c,Business Analyst | Strategy & Transactions | Valuations & Modellings | Modelling & Insights | Business Modelling | Saudi Arabia,Deloitte,Riyadh,Finance & Accounting,Business Analyst,high
4d5e2f3cc37aba8c,Senior Software Developer,Giza Systems EG,Riyadh,Technology & IT,Software Developer,high
e361309898863aa1,Specialist - CAD/Revit - Vertical Links - 20004742 CDU8,Qiddiya Investment Company,Riyadh,Engineering,CAD Technician,high
f9d28cd85bbf21dc,Senior IVR Developer,TAWANTECH,Riyadh,Technology & IT,Software Developer,high
ed020616441244e0,Senior Intelligence Analyst,Google,Saudi Arabia,Technology & IT,Cybersecurity Analyst,high
20e1c5cac9028f42,IT Support Engineer,ALPHA PLUS,Riyadh,Technology & IT,IT Support Specialist,high
35f1e51ca557687b,PMIS Systems Engineer,Omada Rail Systems,Riyadh,Engineering,Systems Engineer,high
9703082b4f1a6aac,PMIS Systems Engineer,Egis Group,Riyadh,Engineering,Systems Engineer,high
9a886d960a685bc3,Business Intelligence (BI) Analyst,RATP Dev,Riyadh,Technology & IT,BI Analyst,high
6789566498aea1e3,Field Operator,ENGIE,Yanbu,Manufacturing & Production,Field Operator,high
724730addbe78186,Project Manager,NOV Inc.,Al Khobar,Consulting & Professional Services,Project Manager,high
413cd7891ecdd414,Lifting Operations Engineer,AtkinsRéalis,Riyadh,Engineering,Lifting Operations Engineer,high
f73697b87bb5243d,ASSOCIATE BUSINESS ANALYST.,Johns Hopkins Aramco Healthcare,Dhahran,Consulting & Professional Services,Business Analyst,high
20ebf0eda341a345,Electrical Service Engineer,NOV Inc.,Dammam,"Energy, Oil & Gas",Electrical Service Engineer,high
833280b4a76367e4,Project / Construction Manager,Kone,Riyadh,Construction & Architecture,Project Manager,high
f311c4d036b9f828,Senior Planning Engineer,Parsons,Riyadh,Construction & Architecture,Project Control Engineer,high
b9d5a772335f6c2b,MEDICAL CLAIMS ANALYST.,Johns Hopkins Aramco Healthcare,Dhahran,Healthcare & Medical,Medical Claims Analyst,high
bc8c4e9bdb2cec28,Marketing Manager Procurement – Saudi National,Tahaluf,Riyadh,"Marketing, Advertising & PR",Marketing Manager,high
78eb9503d667e74a,Consulting Platform Architect,"Red Hat, Inc.",Riyadh,Technology & IT,Platform Architect,high
b03d7191d7ed3e6f,Network Engineer,Hibrant Ltd,Saudi Arabia,Technology & IT,Network Engineer,high
a4bf0e45f2d70974,Business Development Director,Omada Rail Systems,Riyadh,Sales & Business Development,Business Development Director,high
f9fe195ca9a26a98,Business Development Director,Egis Group,Riyadh,Sales & Business Development,Business Development Director,high
2e332da5a747a36e,Project Engineer – Datacenter Design & Build,Submer,Riyadh,Engineering,Project Engineer,high
10db06ed0f061271,Customer Experience Manager - Multiple Sclerosis,Sanofi,Saudi Arabia,Healthcare & Medical,Customer Success Manager,medium
e6f11a3fa8ab35db,Ignition Developer,Lucid Motors,Saudi Arabia,Manufacturing & Production,Software Developer,medium
a656d495af10952a,(Sr.) Service Engineer,Super Micro Computer,Riyadh,Technology & IT,Service Engineer,high
6df11b60a1b71080,Control Engineer,Baker Hughes,Dammam,Engineering,Control System Engineer,high
50399888ec8523b0,System Engineer,ADB Safegate,Riyadh,Engineering,Systems Engineer,high
03249aafde884632,MEP Commercial Manager,Fletcher Piccolo Associates (FPA),Riyadh,Construction & Architecture,Commercial Manager,high
889e901bfdb3fffa,Senior Director - Travel Trade,Red Sea Global (RSG),Riyadh,"Hospitality, Tourism & Food Service",Travel Trade Director,high
dbde983c4e631a66,Head of Compliance,Tabby,Riyadh,Legal & Compliance,Compliance Officer,high
9bbd8c7ae333272d,Senior Point of Sale Developer,TAWANTECH,Riyadh,Technology & IT,Mobile Developer,high
601afd00e3ad716a,"Account Director, Edelman Data & Intelligence",Daniel J. Edelman Holdings,Riyadh,"Marketing, Advertising & PR",Account Director,high
e7b15b91357a949b,Country Lead Associate Director Clinical Research,MSD,Riyadh,Healthcare & Medical,Clinical Research Manager,high
9f4adf633aec1262,API Test Automation Engineer (Banking Domain),TAWANTECH,Riyadh,Technology & IT,QA Engineer,high
c3158efa3c7c2d66,POS Test Engineer,TAWANTECH,Riyadh,Technology & IT,QA Engineer,high
72e5b63de87b56f3,Business Development Manager Smart Grid KSA Saudi Arabia,TE Connectivity,Riyadh,Sales & Business Development,Business Development Manager,high
6a6b08afe5ee4722,Procurement Analyst,NEXTracker,Riyadh,"Logistics, Supply Chain & Procurement",Procurement Analyst,high
df0d9b42946ef56a,"Assistant Professor, Advertising and Digital Media",Prince Mohammad Bin Fahd University,Al Khobar,Education & Training,University Lecturer,high
9c341feeb3fb1852,Maintenance Engineer,Cleveland Bridge Steel Company Ltd,Jubail,Engineering,Welding Engineer,high
d32c1ff6845b7f01,Asset Management System Specialist,RATP Dev,Riyadh,Manufacturing & Production,Asset Management System Specialist,medium
63406aef3421a535,Welding Engineer,Cleveland Bridge Steel Company Ltd,Jubail,Skilled Trades & Maintenance,Welding Engineer,high
0fdbed6ed58fba79,Principal Dry Utilities Engineer,AtkinsRéalis,Riyadh,Engineering,Civil Engineer,medium
7cf0ca01ba6487ef,Manager - Group Accounting,Qiddiya Investment Company,Riyadh,Finance & Accounting,Accountant,high
885ca35327d27da6,Software Quality Engineer,Tamkeen Technologies,Riyadh,Technology & IT,QA Engineer,high
f58c0e102591bd12,SENIOR MEDICAL CLAIMS ANALYST.,Johns Hopkins Aramco Healthcare,Dhahran,Healthcare & Medical,Medical Claims Analyst,high
217bee399485b483,Frontend Engineer,Alaan,Riyadh,Technology & IT,Frontend Developer,high
9ace43ed05ea0de8,Principal Instrumentation Engineer,Worley,Al Khobar,Engineering,Instrumentation Engineer,high
1dbd210e44cef8de,Fullstack Engineer,Alaan,Riyadh,Technology & IT,Fullstack Developer,high
a80e47168541bdd8,Backend Engineer,Alaan,Riyadh,Technology & IT,Backend Developer,high
5753827c5f694217,Lead Data Scientist,Salla,Jeddah,Technology & IT,Data Scientist,high
aeb3d9dba9eb2192,"Senior ML Engineer,",Salla,Jeddah,Technology & IT,MLOps Engineer,high
0ed6a141d440feaa,Senior Project Cost Engineer,Parsons,Riyadh,Construction & Architecture,Project Cost Engineer,high
e1115f967d6bab16,Lead Security Design Engineer,Parsons,Al Khobar,Security & Safety,Security Design Engineer,high
7d9b48ab288bfced,Marketing Specialist,aramcoservices,Saudi Arabia,"Marketing, Advertising & PR",Marketing Specialist,high
5f57616f4d4eab2a,Product Management Specialist,FlyAkeed,Riyadh,Sales & Business Development,Product Manager,high
4293205a63fd189e,Policy and Processes Expert Manager,JASARA PMC,Riyadh,Legal & Compliance,Compliance Officer,high
3198bec3ca93d185,SAP Solution Architect,Master-Works,Riyadh,Technology & IT,SAP Solution Architect,high
a6cee61a993aef3f,Design Engineer - Civil,AECOM,Riyadh,Engineering,Civil Engineer,high
896a9a7a13925373,Product Manager,Master-Works,Riyadh,Technology & IT,Product Manager,high
dfdbbd0d6cf18980,Managed Services pre-sales engineer,Master-Works,Riyadh,Technology & IT,Pre-Sales Engineer,high
60673a693acfa07b,Senior Coding Specialist,لدله الصحية,Riyadh,Healthcare & Medical,Coding Specialist,high
b82151678e398036,Electrical Engineer (Roads & Infrastructure | Consultant Background),Insite,Riyadh,Engineering,Electrical Engineer,high
4da72f986a7ac93e,Sales Operations Specialist,Innovative Solutions,Riyadh,Sales & Business Development,Sales Operations Specialist,high
6aff2a9ce791bad6,IT B2B & B2G Sales Engineer (AI & IT Solutions),sulalat,Riyadh,Sales & Business Development,Sales Engineer,high
d94313acc3fe880f,Procurement Specialist,Master-Works,Riyadh,"Logistics, Supply Chain & Procurement",Procurement Specialist,high
ba41c8866b887317,MEA Payment Control Manager - Riyadh Branch,JPMorganChase,Riyadh,Finance & Accounting,Control Manager,high
f5e047cd4f448117,Sr. Operations Manager,THARWAT AL SHARQAWI AND SONS (TSS) ADVERTISING COMPANY,Saudi Arabia,Manufacturing & Production,Operations Manager,high
3e7e16cd1ced1b32,Strategic Sales Manager - Public Sector | AI & Datacenter Solutions,Submer,Riyadh,Sales & Business Development,Account Manager,high
24386acfcc1f0315,Supply Chain Management,"Career Land Center, LLC",Riyadh,"Logistics, Supply Chain & Procurement",Supply Chain Manager,high
d5c996f1d9f1bad6,Strategic Sales Manager - Enterprise | AI & Datacenter Solutions,Submer,Riyadh,Sales & Business Development,Account Manager,high
0b887a1a92e09c7c,HPC & AI Sales Specialist,Juniper Networks,Riyadh,Sales & Business Development,Sales Representative,high
9d16d642729d2445,Senior Presales Architect,Juniper Networks,Riyadh,Sales & Business Development,Presales Architect,high
08deb4abc9e8e929,Senior HPC Administrator Technology Consultant,Juniper Networks,Riyadh,Technology & IT,IT Support Specialist,medium
c5b8404fb34bce38,SASE Sales Specialist,Juniper Networks,Riyadh,Sales & Business Development,Sales Representative,high
37bcaddeea6e40b0,Solutions Engineer (Saudi),Splunk,Saudi Arabia,Technology & IT,Solutions Engineer,high
7d92b7fd91886f1b,Service Sales Engineer -Grain Handling,Bühler,Riyadh,Sales & Business Development,Sales Engineer,high
bd2c79a4a407229f,Influencer Marketing Specialist,Tamatem,Riyadh,"Marketing, Advertising & PR",Influencer Marketing Specialist,high
f407ef4688fa3ed0,Data Engineer,Tyde Digital,Tabuk,Technology & IT,Data Engineer,high
242a175e3fd4b3e5,F5 Professional Services Consultant,C-Serv,Jeddah,Technology & IT,IT Consultant,high
134f15302809d3e3,"Sr. Customer Service Specialist, Digital, Device, and Alexa Support (D2AS) Executive Customer Relations",Afaq Q Tech General Trading,Riyadh,Customer Service & Support,Customer Service Representative,high
c29cb1ebcec22089,Application Developer,ريناد المجد,Riyadh,Technology & IT,Software Developer,high
f5834c4a212b10f2,Regional GL Consultant,Noon Academy,Riyadh,Finance & Accounting,Accountant,high
e4cf57dbc9a493d2,NET Developer,ريناد المجد,Riyadh,Technology & IT,Software Engineer,high
b6ed584b078c92b0,Analyst - Financial - Asset Management - 20005465 CDU8,Qiddiya Investment Company,Riyadh,Finance & Accounting,Real Estate Analyst,high
17d72b0fc53c823d,Quality Assurance Engineer,Alrashid Abetong,Riyadh,Manufacturing & Production,Quality Assurance Engineer,high
08539b107841587b,PROJECT ENGINEER,MVP Tech GT LLC,Riyadh,Engineering,Project Manager,medium
660fe674243c5e51,Engineer- HSE,Bureau Veritas,Medina,Engineering,HSE Engineer,high
1e45037918c5e159,Executive Assistant,SIHAMCO,Riyadh,Administration & Office Support,Executive Assistant,high
76ed467dc06b55d5,Engineering Programs Specialist,Alfaisal University,Riyadh,Education & Training,Academic Advisor,medium
103776c9f84a5d3a,Mechanical Engineer (Design – Estimation – Supervision of Execution),HAC Construction,Riyadh,Engineering,Mechanical Engineer,high
176de8fcc7186994,KAM Enterprise,Ericsson,Riyadh,Sales & Business Development,Account Manager,high
8313d37aeed6fa7a,Software Engineer - Backend (Saudi Only),Lucidya,Jeddah,Technology & IT,Backend Developer,high
5e72ba76f9038f0c,Assistant Director of Food and Beverage,Rosewood Red Sea,Saudi Arabia,"Hospitality, Tourism & Food Service",Assistant Director of Food and Beverage,high
cb2c28796ecb9d6a,Manager - Enterprise Data,Qiddiya Investment Company,Riyadh,Technology & IT,Data Engineer,high
3acdc925a8473f18,Senior Test Automation Engineer,AlWatania Information Systems,Riyadh,Technology & IT,QA Engineer,high
cc881c1d32e53c66,Language Data Analyst,Trendyol,Riyadh,Technology & IT,Data Analyst,high
b0ed848a7bdfceab,SSAS (SQL Server Analysis Services) Administration Engineer,Master-Works,Riyadh,Technology & IT,IT Support Specialist,medium
e0b54d6a58bf04d2,AI Solutions Architect [J206],SKM Group,Riyadh,Technology & IT,AI Engineer,high
631210e97846d912,IT Network Analyst,Alamiya Media,Riyadh,Technology & IT,Network Engineer,high
56b0eb69606959b6,Senior Backend Engineer,Bites,Riyadh,Technology & IT,Backend Developer,high
1984acf75c0ceb21,SALES MANAGER - Architectural Finishing Products,Coastal Holding,Riyadh,Sales & Business Development,Sales Manager,high
665a752e75ff8e2c,Reporting Specialist,Bechtel,Riyadh,Construction & Architecture,Project Manager,medium
f85306dfe2bd1bd7,Google Cloud Sales Executive – KSA & Middle East,ServiceNow,Riyadh,Sales & Business Development,Account Manager,high
0ca686291689b650,Technical Sales Representative,Syngenta Seeds,Riyadh,Sales & Business Development,Sales Representative,high
cb5a3df9b7e47242,Logistics Director,Bechtel,Riyadh,"Logistics, Supply Chain & Procurement",Logistics Director,high
2a15180dd16b3173,QAQC Civil Inspector,Omada Rail Systems,Riyadh,Engineering,Civil Inspector,high
a476be47336dab20,Solutions Architect,Amentum,Riyadh,Technology & IT,Solutions Architect,high
004ce1ea92ac969d,Power BI Specialist,Omada Rail Systems,Riyadh,Technology & IT,Power BI Specialist,high
95db22ad1c9cee92,Power BI Specialist,Egis Group,Riyadh,Technology & IT,Data Analyst,medium
f03edcc709d82b96,"Senior Electrical Engineer (Estimation & commercial) in Riyadh, KSA",OMNI INTERNATIONAL CONSULTANTS Co Ltd,Riyadh,Engineering,Electrical Engineer,high
ddf6524c59048c73,Key Account Manager - Specialty Care,Sanofi,Jeddah,Healthcare & Medical,Customer Success Manager,medium
781426a8ae542d0f,Senior Regulatory Affairs Specialist - GCL,Thermo Fisher Scientific,Riyadh,Legal & Compliance,Regulatory Affairs Specialist,high
202b267ba6c32854,HR Business Partner,Afaq - Warehouse Branch,Riyadh,Human Resources & Recruitment,HR Business Partner,high
e1794cc4ff485e6d,"CKA - Resident Engineer, Riyadh - Saudi National",Canon,Riyadh,Engineering,Resident Engineer,high
3a6cc9f65b487c50,"Gemini Adoption Sales Representative, Higher Education (Arabic, English)",Google,Riyadh,Sales & Business Development,Sales Representative,high
f4d2a350448840fc,"Metro Network Deployment Engineer, Network Delivery Implementation",Google,Dammam,Technology & IT,Network Engineer,high
406d36f3d29a9fd7,FIS Balance Sheet Manager (BSM) Technical Support Specialist,TAWANTECH,Riyadh,Finance & Accounting,Technical Support Specialist,high
972164e7b5d003fe,Civil Engineer - IDI Technical Control,Bureau Veritas,Riyadh,Engineering,Civil Engineer,high
39fd89def0ccc924,Senior CRM System Engineer (Microsoft Dynamics 365)-Saudi National ONLY,Squadio,Riyadh,Technology & IT,CRM System Engineer,high
59ee0baf98d95347,Senior Java Devlopr,VMIT,Riyadh,Technology & IT,Software Engineer,high
f8ee8b02766e1b60,Senior Specialist - Document Control. (CDU772),Qiddiya Investment Company,Riyadh,Construction & Architecture,Document Controller,high
f332bd66c44e72fd,"Senior Civil Engineer - Utilities, Jubail",Bechtel,Jubail,Engineering,Civil Engineer,high
780d19ae734f6d0d,Project Engineer - Studies & Industrial City Planning,Bechtel,Jubail,Engineering,Project Engineer,high
f09b95bb66fbc964,Commercial Manager,Al-Futtaim,Riyadh,Construction & Architecture,Project Manager,medium
8591ed79f8e57c37,Senior Presales Architect,Hewlett Packard Enterprise,Riyadh,Technology & IT,Presales Architect,high
1acfb02eb8abd4c6,"Engineer II, Operation Control",AL-AYUNI Investment and Contracting Company,Riyadh,Construction & Architecture,Project Manager,high
ec35ef2dae5f385d,"Sales Specialist, Storage",Hewlett Packard Enterprise,Riyadh,Sales & Business Development,Sales Representative,high
8c83a5c2931233d1,"Engineer I, Construction Electrical",AL-AYUNI Investment and Contracting Company,Riyadh,Construction & Architecture,Electrical Engineer,high
9eb0857d92ab9599,"Procurement Manager, Marketing – Saudi National",Tahaluf,Riyadh,Sales & Business Development,Procurement Manager,high
9576f78703202c18,"Assurance - Core Assurance - External Audit (Senior Associate/Experienced Associate) - KSA, Al Khobar",PwC,Al Khobar,Finance & Accounting,Audit Associate,high
d261cb47d7c67ec5,Microsoft Engineer,Ibix Global Tech,Riyadh,Technology & IT,IT Support Specialist,medium
93913fde4ff3d1a0,App Dev Architect,"Red Hat, Inc.",Riyadh,Technology & IT,Application Architect,high
5bf9cceb3d7ced45,"Manager, Chief Of Staff",Mastercard,Riyadh,Customer Success & Account Management,Account Manager,medium
3a3905987fc8019e,Onboarding Engineer,COGNNA,Riyadh,Technology & IT,Security Engineer,high
e2422c9166e0a763,Senior Back-End Engineer (Python) - Remote,COGNNA,Riyadh,Technology & IT,Backend Developer,high
ccf4d472349a9d02,"Engineer II, Operation Control",Al Ayuni Investment and Contracting Company,Riyadh,Construction & Architecture,Project Manager,high
8b55e688a9ba3858,"Data Scientist (m/f/d) Riyadh, Saudi-Arabien",HPC Hamburg Port Consulting GmbH,Riyadh,Technology & IT,Data Scientist,high
b7ae03ceaaded78c,Manager / Senior Manager - Smart Cities,AtkinsRéalis,Riyadh,Engineering,Project Manager,medium
502785708eebfd63,Freelance Senior GIS Engineer,IDS Consulting Inc,Riyadh,Engineering,GIS Engineer,high
0609cbe0c89a4a20,Area Sales Manager - Flow Control,Valmet Inc.,Al Khobar,Sales & Business Development,Area Sales Manager,high
4f921e3ee9c61533,"Environmental Specialist - Impact Assessmenet, Compliance & Permitting (Ras Al-Khair)",Bechtel,Al Khobar,Agriculture & Environment,Environmental Specialist,high
c4aa50ea6668c287,Senior Informatica Consultants – KSA Based,SDG Group,Riyadh,Technology & IT,Data Engineer,high
10e9741f03958566,Solutions Engineer - MEP Systems,Submer,Riyadh,Engineering,MEP Engineer,high
65962b75fd42c7b6,Intern (KSA),Axios International,Riyadh,Healthcare & Medical,Patient Support Coordinator,high
a8dd2fa32913cae1,Manager/Senior Manager | Municipality and Urban Technology Strategist | Riyadh,Deloitte,Riyadh,Consulting & Professional Services,Management Consultant,high
ff2e0c2c65f4cd7e,Resident Engineer - Riyadh,Aptiv plc,Riyadh,Engineering,Resident Engineer,high
1d9320b9b9f92a16,Cloud Solutions Architect - EMEA,Fortinet,Saudi Arabia,Technology & IT,Cloud Solutions Architect,high
e505ecf4d599bcc0,"Regional Environmental Engineer, AWS Environmental",Data Services Saudi Arabia Limited One Person Company,Riyadh,Agriculture & Environment,Environmental Engineer,high
34cfdc5ecfd83cae,Assurance - IT Audit - Senior Associate - Dhahran,PwC,Dhahran,Legal & Compliance,Auditor,high
cd893d286e994257,Flood / Stormwater Engineer (Infrastructure Projects),Insite,Riyadh,Engineering,Civil Engineer,high
dfb046a8e01b432e,Associate - Procurement Lead,AtkinsRéalis,Saudi Arabia,Construction & Architecture,Procurement Lead,high
0b35cb9306363061,Partnership Director,Tarjama&,Riyadh,Sales & Business Development,Business Development Manager,high
8f4b024352a410c1,Logistics Operations Specialist,Zimmer Biomet,Riyadh,"Logistics, Supply Chain & Procurement",Logistics Coordinator,high
c76ee18c2759c6a9,Area Engineering Manager - Civil Design/Industrial City Projects (Ras Al Khair),Bechtel,Al Khobar,Engineering,Project Manager,high
393e43a4b5e1b607,ITS Systems Specialist,Parsons,Riyadh,Technology & IT,Systems Administrator,medium
8e8779f66db52aa1,Data Management / Analytics Expert,Parsons,Riyadh,Technology & IT,Data Engineer,high
dbe827248a5481ec,Marketing Specialist,Boutiqaat,Riyadh,"Marketing, Advertising & PR",Marketing Specialist,high
f55d947950158894,Traffic Engineer - Traffic Impact Studies,Bechtel,Jubail,Engineering,Traffic Engineer,high
41d1a906518ec7af,Environmental Strategy Implementation Consultant,United Nations,Riyadh,Consulting & Professional Services,Management Consultant,high
4d834a2b228989ef,HPC & AI Sales Specialist,Hewlett Packard Enterprise,Riyadh,Sales & Business Development,Sales Specialist,high
be40b0bbe145718d,"Business Development Manager, Polymers Licensing & Services",Lummus Technology,Dammam,Sales & Business Development,Business Development Manager,high
8d0c0f72c2c0e48d,AI & Data Engineer,Innovative Solutions,Riyadh,Technology & IT,AI Engineer,high
a0f8e51229ac2650,Senior Quality and Technical Operation Analyst,Salla,Jeddah,Technology & IT,Quality Assurance Analyst,high
4c779ec78010c3e0,DevOps Engineer,"EPAM Systems, Inc.",Al Khobar,Technology & IT,DevOps Engineer,high
d7d7c610b04479f0,Sales Engineer,Cartrack Technologies,Riyadh,Sales & Business Development,Sales Engineer,high
bd195a0d556e4697,Document Controller,Bechtel,Riyadh,Construction & Architecture,Document Controller,high
529da888aac5ceb5,Senior Treasury Financing Services Specialist,Siemens Healthineers,Riyadh,Finance & Accounting,Financial Analyst,high
3d4da1fde3e6dce1,MEP Quantity Surveyor / MEP Senior Quantity Surveyor,Rider Levett Bucknall,Riyadh,Construction & Architecture,Quantity Surveyor,high
3bf6d8a5316b5a3d,Social Media Marketing Specialist - Femal,Naz Art Furniture - KSA,Riyadh,"Marketing, Advertising & PR",Social Media Marketing Specialist,high
df86ee39543c3730,"Data Center Facility Engineer, Data Center Engineering Operations, AWS",Amazon Web Services Limited Regional Headquarter (One Person),Riyadh,Engineering,Facility Engineer,high
2757accd4569a14c,Cloud and DevOps Architect,Lucidya,Jeddah,Technology & IT,Cloud Engineer,high
7cb016cc28229eba,Account Technology Strategist - Industrial Sector,Microsoft,Saudi Arabia,Sales & Business Development,Account Manager,medium
889e9407fb1f9218,Financial Data Migration Specialist,Insights Advisory,Riyadh,Finance & Accounting,Financial Data Migration Specialist,high
f94d099ffd8a9d5b,AI Agent Architect (Saudi-based only),Lucidya,Jeddah,Technology & IT,AI Engineer,high
02a831c6c16dff60,Generative AI Engineer (Saudi-based only),Lucidya,Jeddah,Technology & IT,AI Engineer,high
8ed2fa8ed17e41bd,Data Engineer (Saudi-based only),Lucidya,Jeddah,Technology & IT,Data Engineer,high
e2801beddee73e26,Junior Software Engineer,Lucidya,Jeddah,Technology & IT,Software Engineer,high
90f8b4793c836228,Financial Analyst,Insights Advisory,Riyadh,Finance & Accounting,Financial Analyst,high
13ed831b04ae52bc,Technical Information Architect,Lucidya,Jeddah,Technology & IT,Technical Writer,medium
82723fee5d2764d2,Staff Engineer,Lucidya,Jeddah,Technology & IT,Backend Developer,high
e0e8efd2bbbaf4c3,AI Engineer (Saudi Only),Lucidya,Jeddah,Technology & IT,AI Engineer,high
b69bcd3470cbfa61,TPE V - Principal Piping /Pipeline Engineer,John Wood Group,Al Khobar,Engineering,Piping Engineer,high
d9af80ba32b506f6,Automation Engineer,Feedco Company,Jeddah,Manufacturing & Production,Automation Engineer,high
e5f43976e492ca03,Account Representative,CHEP,Saudi Arabia,Sales & Business Development,Account Manager,high
f61cbfb9ed2460e1,Revenue Manager,NOVOTEL,Medina,"Hospitality, Tourism & Food Service",Revenue Manager,high
00bec40659daf0e4,Senior Road Engineer(Supervision),IDS Consulting Inc,Riyadh,Engineering,Civil Engineer,high
130e9c5496c4070b,Principal Technical Consultant - CRM & Industry Workflows,ServiceNow,Riyadh,Technology & IT,Technical Consultant,high
d4a085c979ed1d70,CRM Solution Consultant,ServiceNow,Riyadh,Technology & IT,CRM Consultant,high
7fd66def1950263b,"Sr Advisory Solution Architect, CRM",ServiceNow,Riyadh,Technology & IT,Solution Architect,high
df46ed8b24ab679b,IT Administrator,AL HADA CONTRACTING COMPANY,Riyadh,Technology & IT,IT Support Specialist,high
1338a91b7d30adec,Smart City Data Architect,Devoteam,Riyadh,Technology & IT,Data Architect,high
667ac5294dc8346d,Product Manager,Noon Academy,Riyadh,Education & Training,Product Manager,high
0640b42d7c591a66,CRM specialist,Noon Academy,Riyadh,Sales & Business Development,CRM Specialist,high
02e86bfa899d1766,QA/QC Engineer,Dar Al Riyadh,Riyadh,Engineering,QA/QC Engineer,high
70d7dd808836a6a8,Senior AI Engineer - Remote,COGNNA,Riyadh,Technology & IT,AI Engineer,high
6255b68ff47131dd,Graphic Designer,Noon Academy,Riyadh,"Creative, Design & Arts",Graphic Designer,high
e31d2baef7334892,Cybersecurity Engineer,Innovative Solutions,Riyadh,Technology & IT,Cybersecurity Engineer,high
36b472d6c7d88190,Roads and Bridges Engineer,JASARA PMC,Riyadh,Engineering,Civil Engineer,high
