job_id,job_title,final_category
69520382b6da232e,Senior Infrastructure Engineer,Infrastructure Engineer
3fc8075d9062ddc1,HR & Legal Manager,HR Manager
ebe6139bfd7f0f52,Lead Electrical Maintenance Engineer,Electrical Engineer
8ed0103b9ac6c829,Sr. Technical Design Engineer | Construction Real Estate | Saudi Arabia,Technical Design Engineer
bf685b9b3690d3c2,Control System Engineer – AVEVA,Control System Engineer
76c6cef124b5536c,Software Sales Executive - Qatar,Sales Representative
d6ad800d667c65b1,Sr. Pre-Sales Engineer,Pre-Sales Engineer
a26f7660f07cbde1,Electrical Design Engineer,Electrical Engineer
dda71f1de4cbd6e2,Electrical Engineer,Electrical Engineer
24fe5e3c7c79f5a9,Senior Cloud Platform DevOps Engineer,DevOps Engineer
716b0ead40cfc806,Logistics Lead,Logistics Coordinator
d56c414e344820c7,Technical LLMS AI Engineer Lead,AI Engineer
6d1c43a53eeeb3bd,Director of Engineering,Director of Engineering
f31d90f653bec67b,Cost Estimation Engineer,Cost Estimation Engineer
2d7e135227e1cc6e,Senior Structural Engineer,Structural Engineer
bff59cd67a7e8985,Senior Structural Engineer,Structural Engineer
be2b7a8ced42c82c,Planning and Scheduling Engineer,Planning and Scheduling Engineer
e3009b418706e946,Electrical Engineer,Electrical Engineer
87ff4b0b7e2838b6,Quality Manager - Railway,Quality Manager
2634d3accb7fee30,Senior Infrastructure Engineer(Design Review),Infrastructure Engineer
622fdde35ceda8f7,Structural Inspector,Structural Inspector
0902e3994b0cf3af,Senior Cloud Platform DevOps Engineer,DevOps Engineer
819eaef8327f5f94,Plant Quality Engineer,Quality Engineer
467ec5604b5e8f54,Manufacturing Engineer,Manufacturing Engineer
0ad415f3c769aeb7,Implementation Engineer,Implementation Engineer
dcc19f19ba7390a2,Business Analyst,Business Analyst
19a3989e1d4feacd,Backup\Archive\Storage,IT Support Specialist
35f5b6dd8bfc898f,Advisor - Talent Acquisition,Recruiter
5f7755c99b7ecc7f,Quality Assurance (QA),QA Engineer
3334db1671b3f2cd,Data Architect,Data Architect
3ebb1a2e734dddcf,Redhat OpenShift Administrator,IT Support Specialist
f6e856dbc6b89dd2,Senior Customer Success Manager,Customer Success Manager
e963c2b10d8a1263,Principal Engineer/Associate - Roads & Highways,Civil Engineer
138ef809e0c5b5ec,Logistics Sales Executive,Sales Representative
1a752d642a13e958,Service Delivery Manager,Service Delivery Manager
6f736e208efc3af5,"Manager, AI Software Developer, FAAS, Jordan, KSA, Egypt",AI Engineering Manager
119be3857ef15244,"RVP, Sales KSA",Regional Vice President
fd99c091cf3087f7,Risk Manager,Risk Manager
442c37e00c3ef386,Senior Planning Engineer,Planning Engineer
72e98a2454a9a06b,QUALITY & DATA ANALYST.,Data Analyst
4b5a0bce201bd9f0,Mechanical Inspector,Mechanical Inspector
52eb6c758688b5db,Smart City Data Architect,Data Architect
ea32d122942ad997,Marketing Manager,Marketing Manager
2f1879a390303898,"Specialist, Quality & Regulatory Affairs",Regulatory Affairs Specialist
53ad0d5ac73f102f,BIM Director - Digital Project Delivery,BIM Director
4334c10aefff7f51,AI Engineer (Arabic Language Expertise),AI Engineer
cc732b1e0601fe23,Project Manager,Project Manager
6172cb48bf7abec7,Product Specialist,Sales Representative
4a14467f18fe03ad,Senior Engineer Structure (Design Review),Structural Engineer
613e9230c9fd820a,Anti-Fraud Manager,Anti-Fraud Manager
1f7287fd781c6130,Senior Technical Consultant - ServiceNow Platform (Creator Workflows),Technical Consultant
0aa8bb9ff5e1f421,CTI Analyst,Cybersecurity Analyst
f6b48ab1557590ed,Engineer Service Operations Specialist (Infrastructure & Networking exp),IT Support Specialist
2ae4fa921f200e1b,Business Development Officer,Business Development Officer
d1032c77085755ce,Anti-Fraud Manager,Anti-Fraud Manager
fdd0b78f31180864,Senior Business Process Consultant - Employee Workflows,Business Process Consultant
7ff7ec5bbb8133ff,Senior Technical Consultant - ServiceNow Platform (Creator Workflows),Technical Consultant
c247e05681227b58,"Presales Engineer ( Data analytics, cloud, AI, and application development )",Presales Engineer
65dbe9b3ff4ed34f,HR Specialist,HR Specialist
a0e16fc468f533f9,Senior UX Researcher,UX Researcher
211b7e42c8f2ed58,Senior Strategy Consultant onsite in Riyadh ( 2 months Contract) - Octopus by RT,Strategy Consultant
0d2071c0e0ef1050,Senior Network Engineer,Network Engineer
a487aab262692f8e,UT/UTCD Data Analyst [Level 3],Data Analyst
1ebb5483bd2a0cf5,"Consultant | Strategy & Transactions | M&A | Transaction Diligence, Execution & Reporting | KSA",Business Analyst
665540b770a40c84,Cost Engineer,Cost Engineer
75e39f39b0166d1f,VIE Project Engineer M/F,Project Engineer
ed4cb7ee92390023,BIM Developer (CDU4) - 20004878,BIM Developer
232789c18523da53,Front-End Developer,Frontend Developer
43299e75bc899a27,ServiceNow Solution Architect,Solution Architect
af4f704078b2447d,Mechanical Engineer,Mechanical Engineer
dc8c2b18b68dec76,Senior Structural Engineer,Structural Engineer
84e9c610f35c1dcc,Environment and Sustainability Engineer,Environmental Engineer
136e9c16d37a24d0,Project Manager / Scrum Master - Lead,Project Manager
59029b7c3ca0dbfb,"Account Manager-Yanbu, Kingdom Of Saudi Arabia",Account Manager
6fe4745a2206338f,Design Engineer,Design Engineer
8c93caac3c669191,Urban Planner,Urban Planner
4f9287253ee736eb,Senior Cost Engineer,Cost Engineer
937dd12c0f368a48,Civil Engineer,Civil Engineer
8bdc7ebcbba157b4,Oracle HRMS Technical Developer,Software Engineer
4515b405d43fff14,Assistant Manager/Manager for Responsible AI,AI Engineer
f7b1a01c43b51465,Sales Operations Manager,Sales Operations Manager
0046c4c26c6ca142,Principal Services Architect - Logistics (S/4HANA),Architect
4f654e1301cde902,Procurement Engineer,Procurement Engineer
5c6a01de3c4f069f,Estimation and Technical Civil Engineer,Civil Engineer
9eb2dddada8d18fa,Client Executive/Account Manager - Financial Services,Account Manager
150df34a7a9bc6aa,Transaction Diligence - Senior - Riyadh -Nationals Only,Transaction Diligence Analyst
f7d3ee56e5bd2e9e,Management Consulting Analyst,Management Consultant
2c432ad14a1ea3c8,Senior Product Manager - Omnichannel Products,Product Manager
6588b96136e5e0cc,Business Development Manager – SMB,Business Development Manager
c2e84e44b1f1d9d5,UI/UX Designer,UI/UX Designer
148a3ff5a6279347,Security Consultant,Security Consultant
2fb13c22eeb9e642,Business Consultant,Business Consultant
c5cb87f84207cbf3,Field Service Engineer_Abha & Makkah_Saudi National,Field Service Engineer
93e8188ba79dded6,FullStack Engineer ll (Saudi National),FullStack Engineer
7233f9d300acc1cf,IT Manager - Arab Nationality,IT Manager
db6bdbb68bd80f2d,Cloud Solution Architect - Azure Infra,Cloud Engineer
0fb04fc161f7c3fe,SharePoint & Web Application Support Engineer,IT Support Specialist
79983f94ab3cece2,Regional Risk Manager – UK & MEA,Risk Manager
30a3d011d3702805,Lead Flow Assurance Engineer,Flow Assurance Engineer
c17ce2c2e53dce72,"Unified Storage Solution Architect (Presales), Emerging Markets",Solution Architect
dc5735ad7f63262c,Field Service Engineer,Field Service Engineer
64a8f723933363ce,Ventilated Façade Engineer,Structural Engineer
e03ed75cb2ee41c5,CLINICAL ENGINEER.,Clinical Engineer
219c9c9bde5a2a52,Senior Marketing Manager,Marketing Manager
70867e9340efd119,Site Engineer,Site Engineer
0c03023e66ef7e5f,Cloud Solution Architect - Azure Infra,Cloud Engineer
7d186dd93a0dec3f,Senior Solution Architect - Energy (Saudi National),Solution Architect
c16483ed9fa0d534,Solution Architect - Public Sector (Saudi National),Solution Architect
3f933ca494dc52a1,Cloud and DevOps Engineer,Cloud Engineer
6008bd8fbf856470,Software Engineer,Software Engineer
c43bbd0665259b2d,Senior Account Manager (Software Industry),Account Manager
d5b0cb277907879c,Senior Data Analyst Specialist,Data Analyst
e8495a1a02b09297,Postdoctoral,Research Scientist
c68089ae52e0da8d,Partner Account Manager – Saudi Arabia (Riyadh),Account Manager
02df17d873897ca4,Head of Solutioning,Solution Architect
9cb8f3cf9e35363a,Regional Sales Manager - Industrial Automation [Dammam. KSA Based],Sales Representative
404890e2df109b23,Network Systems Engineer (Pre-Sales),Network Engineer
a489d724b9941955,QHSE Engineer,QHSE Engineer
3e1d3087f7a28edb,BIM Modelers,BIM Modeler
87d58e74e487e26e,IP Pre-Sales Engineer,Pre-Sales Engineer
1569793f65f7826c,Strategy Implementation Engineer,Project Manager
754111afcd9aa401,"Solution Engineer, Saudi Arabia",Solution Engineer
155e607fe4df40f5,Programme Analyst,Programme Analyst
590abef449299dee,Senior GIS Applications Development Specialist,GIS Developer
e50c982ea4c78af9,Global Business Performance Manager,Business Performance Manager
b5bdb18e194fac54,Senior Geospatial Database Administrator,Database Administrator
b75a16c151018c58,Joint Staff Geospatial Support Expert,Geospatial Analyst
706243286481ef6b,Geospatial Project Manager,Project Manager
bd1db0085235d027,Mechanical Design Engineer,Mechanical Engineer
c22dc5c2ef0a2988,Senior Photogrammetry Specialist,Photogrammetry Specialist
e47b1c96a4e6c707,Project Manager - Design,Project Manager
50e95047d9775b39,Senior Splunk Engineer,Splunk Engineer
d6e23f4cf0594017,RTO Specialist & Warehouse Keeper,Warehouse Supervisor
f70b4305e9c4b379,Senior Geospatial Database Administrator,Database Administrator
c6e57cdfb977a794,Senior Cybersecurity Detection Engineer,Cybersecurity Analyst
0cff6923ddcffd3e,"Medical Science Liaison, (Contract)",Medical Science Liaison
78c50ada2256cca2,Joint Staff Geospatial Support Expert,Geospatial Analyst
c4b133360e3b33ce,Senior Sales Engineer / Sales Manager (Heavy Equipments Industry),Sales Manager
e949683a34ef206a,Credit Controller,Credit Controller
ac21c23193812efa,Contracts Manager,Contracts Manager
1035e355a6cc7ec4,Senior Solution Engineer,Solution Engineer
e2ece0cd3a726843,"Infrastructure Cloud Consultant, Global Service Delivery (English, Arabic)",Cloud Engineer
476db0b2ca5c9609,Google Ads Specialist,Digital Marketing Specialist
91a7ce59d37df85f,Accounting Specialist - Accounts Receivables (AR),Accountant
dfa22c4647ec7b38,Level Sales Specialist - Yanbu,Sales Representative
96efaf6bfc196664,Software Engineer II,Software Engineer
248a8c40a88314f9,Electro-Mechanical Engineer,Electro-Mechanical Engineer
aad645650029ba2a,Digital Marketing Specialist,Digital Marketing Specialist
1d5af86dc70bb1c8,HVAC - Sales Engineer,Sales Engineer
06f399de666ff888,Structural Engineer,Structural Engineer
b74aa1b199a21bee,Cloud Solution Architect - Data and AI,Cloud Engineer
68f1bc99fc48f87a,Senior Recruiter Riyadh,Recruiter
4c0487389f47e2d2,"Enterprise Greenfield Sales Manager, MENAT Enterprise Greenfield",Sales Manager
7120cb69c90c1fcb,Senior Design Engineer (Mechanical / Electrical)_KSA National,Mechanical Engineer
579ba8f9f4026391,Technical Project Manager - Cybersecurity,Technical Project Manager
e3c90f3df876fe55,TPE IV Senior Process Engineer,Process Engineer
ac85eca7fcc8ecc0,Customer Success Manager (Saudi Arabia),Customer Success Manager
6d811d1075203f10,Senior Project Manager,Project Manager
77d75d64a26a7f40,"Coordinator, Customer Contact",Customer Service Representative
367aeeff49a09dae,Power Platform - Instructor,Instructor
a08b7e281237003d,Business Development Representative,Business Development Representative
eef9df6911862939,Senior Contracts Engineer,Contracts Engineer
fa6f0fc34a98f53c,Accountant - Accounts Receivables AR,Accountant
382c6da5dd3f44e7,Senior Geospatial Advisor,Geospatial Analyst
5f6945b8ed62b12c,Geospatial Program Manager,Geospatial Program Manager
b22253749ccf897a,MS Dynamics Technical Architect | Sales & Services | Riyadh,Technical Architect
5f2770f3acaeef37,Junior Consultant - Consumer Goods & Services,Consultant
98cfba8d767d759e,Architectural Engineer,Architectural Engineer
78ac2ac6f14ec41b,Cloud Architect Engineer (GCP),Cloud Engineer
701a30bd75ce8904,Cloud Architect Engineer (Azure),Cloud Engineer
5626dc164ed6e766,Business Analyst - Foodics Capital,Business Analyst
3571e0c0c3f9f058,Senior Solutions Engineer,Solutions Engineer
7b9b35423002dd33,Head Of Compliance - KSA,Compliance Officer
8c3134ec37989b09,Analyzer Technician,Technical Support Specialist
4c90e1c9b854c68b,Specialist - Survey of large PV / Wind Farms,Surveyor
ad61e38b481cbaa8,Sr. Analyzer Technician,Technical Support Specialist
f37014cfdfcb3dca,HR Specialist II,HR Specialist
91e04267eb09b763,Electro-Mechanical Testing Engineer,Testing Engineer
d12454782d187114,Construction Project Manager,Project Manager
ee8abe873939fcc3,Solution Engineer,Solution Engineer
a58e33c9844c1c46,Senior HR Specialist,HR Specialist
3e8bf228969d874b,Civil Engineer,Civil Engineer
8f6b7936ee85b061,Traffic Engineer,Traffic Engineer
66ff0fd1ae6c7a12,"Associate Cloud Operations Architect, Saudi Arabia",Cloud Engineer
afa02390ee04ed22,"Senior Partner Solutions Architect - Global System Integrators, EMEA Consulting PSA",Solution Architect
0c41fa08e3d12117,"Account Manager, Urology",Account Manager
8d17125feb2f4397,Junior Sous Chef,Chef
2712e6d6363c6fb0,"Tech Business Dev, Security, GEO Lead, KSA , Global Services Security Business Development & GTM",Business Development Manager
4bed9ae46bd454ee,Senior Mechanical Design Engineer - Pipeline,Mechanical Engineer
ca1af0d1b0bbd059,Principal Planner,Project Manager
5ccdd722163edb5b,Project Manager - Dammam,Project Manager
07a26eb21ce7a4e8,Airfield Designers,Civil Engineer
c4834945c60a24a7,ICT Engineer,ICT Engineer
1de5d5e0743da0a3,Technical Account Manager - BytePlus,Technical Account Manager
f349952793f31dfb,Principal Welding Engineer,Welding Engineer
5dd91a59f23a0b27,Senior Environmental Specialist,Environmental Specialist
433ad8f4bc875439,Divisional Manager - Technologies,Divisional Manager
57046fd0710f1ad8,SASE Product Sales Specialist,Sales Representative
485788b0b95fe43e,Project Manager - Riyadh,Project Manager
44f41e754c2ce951,Senior Engineer - Roads,Civil Engineer
7ab40b6a33e61ed1,Brand Manager,Brand Manager
eb0c7a6b200894da,System Admin Operations,Systems Administrator
37f967056aedc9ba,Bilingual Business Analyst,Business Analyst
80dba34a88008c37,Solutions Architect,Solutions Architect
bfd44bfd359019bb,Cisco CCE Operations Engineer,Operations Engineer
c2857d8f103ee907,Sales Executive – Maritime & Logistics Services,Sales Representative
2a3fd533abeb93b0,Methods Engineer,Methods Engineer
13d1794d0b80ee7c,Analyst - Branding,Brand Manager
4f94941de612879f,Manager - Commercial and Reporting - MAS 444.,Financial Analyst
2676e53eaaeddc62,Senior Specialist - Business Support Applications Operations,IT Support Specialist
c6b1d8d1d582ce9a,Mechanical Engineer (Static/Piping),Mechanical Engineer
4602a4602546478c,Senior Software Technical Delivery Manager / Solution Architect (Government Digital Projects),Solution Architect
f84332b701b11e41,Sales representative specialist,Sales Representative
c56b8fc56092b472,Process Engineer,Process Engineer
e828d5c32c81a5f5,Senior Pre-Sales Engineer,Pre-Sales Engineer
bba4b41b38743b4c,AI Director / VP of AI,AI Engineer
2ca27393988789fd,Senior Full Stack developer,Full Stack Developer
16959d2d0db02b8b,Frontend Developer - Banking Domain,Frontend Developer
7b9bd110a3179c2b,Infrastructure Engineer-ISE,Infrastructure Engineer
725cd1e84da95667,Irrigation Engineer,Irrigation Engineer
b41e7b2b5c22fb27,ECT - Part Sales,Sales Representative
41be1fa3478db555,Service Delivery Manager,Service Delivery Manager
a01a59ee066cde28,Draftsman - Metal Industry - Shop Drawings & Fabrication,Draftsman
15a1cf2f25e066af,QC Electrical Engineer,Electrical Engineer
a4731bf33d621342,PROJECT ENGINEER - METAL FABRICATION & INSTALLATION INDUSTRY,Project Engineer
3aae9c49dc6bef15,Sr Systems Engineer,Systems Engineer
d82a78dfa29e4467,Cost Estimation Engineer,Cost Estimation Engineer
0661449c768a6e38,Weapons Superintendent,Weapons Superintendent
04ea81c03a5b6718,AI Solution Architect - EEMI,AI Engineer
3a74c50662d6222d,Senior Patient Support Specialist,Patient Support Specialist
894c8835ea7c1ddb,"HSE Engineer (Automotive)-King Abdullah Economic City, KSA",HSE Engineer
16f38b0b676b578b,Content Manager,Content Manager
bcaa6df81bb30bf1,Surveyor Engineer,Surveyor Engineer
d433392e1336e76b,Database Specialist,Database Administrator
f20e6891e24f773b,Senior Consultant | Data Governance,Data Governance Consultant
92b3ae6599d80673,Senior Structural Engineer,Structural Engineer
f34410c10781cad0,Project Manager – Bids,Project Manager
328318617dabbdc9,Regulatory Affairs Specialist- Animal Health,Regulatory Affairs Specialist
1485abe73a76f943,Product Specialist – Orthopedic (Trauma),Sales Representative
e1d4601a7f6f4210,Lead Manufacturing Engineer - Manuf Eng Specialist,Manufacturing Engineer
e7c719b41ed0bfd4,Innovation Engineer (Full Stack),Full Stack Developer
42977cb4d1abb9df,Senior Tendering Engineer - Pump Manufacturing / Oil and Gas | Saudi Arabia,Tendering Engineer
d131dc3180785590,Analyst-Mergers & Acquisition,Financial Analyst
5a839013c8d81124,AI Innovation Engineer,AI Engineer
abebee25d743f809,Site Engineer – Fit-Out & Construction,Site Engineer
9fbbedb92eac0e26,Senior full stack Developer,Full Stack Developer
be225c2295ce4a29,Senior Project Manager,Project Manager
0aa18ec7be5244cb,Senior Project Manager,Project Manager
73e458789b5c1cf7,ACCOUNTING SPECIALIST.,Accountant
e8c4c0c387e7984b,Senior Manager - Project Control (DEL-251),Project Manager
0c175bf46a8127f1,ASSOCIATE HEALTH INFORMATION ANALYST.,Health Information Analyst
af6c00e7d1d8bf47,Risk Engineer,Risk Engineer
05d992e8b305905a,Data Analytics Specialist,Data Analyst
6a2e4a207e90a22c,Design Engineer - Structural,Structural Engineer
ea908401ea144473,Database Specialist,Database Administrator
d162704d3cfd8e2e,BIM Engineer,BIM Engineer
1b5be22625cee50a,Procurement Engineer,Procurement Engineer
354d02663a8bcabc,Customer Experience Manager Transplant,Customer Experience Manager
2ae3bc2c7da15b4d,HR Specialist - Shear International Co. Ltd,HR Specialist
e0a47e86e77334bd,Site Lead / Resident Engineer,Site Engineer
848b91900a02b706,Technical Purchasing Engineer,Purchasing Engineer
8f8545e7f1c27de6,Road Engineer,Civil Engineer
db30ee174f376556,"Cloud Operations Architect (Saudi Arabia), Enterprise Support - EMEA Startups",Cloud Engineer
9bc1ca41c96eeecd,Smart Home Specialist اخصائي حلول بيوت ذكية,Home Automation Engineer
429865d06c508e1b,Document Controller,Document Controller
f9672c1fb5d98c24,Sr. Process Control Engineer,Process Control Engineer
7b769fcd80840c19,Field Sales Representative - Construction Technology,Sales Representative
d5afbdd3e2613bca,Field Service Engineer,Field Service Engineer
34b75f73daab8810,مهندس مساحه,Survey Engineer
4301357f55ffd56d,Lead O&M Infrastructure Engineer – DevOps,DevOps Engineer
4828479273be4b58,Senior Site Engineer,Site Engineer
df81b43c96637376,Procurement Engineer – Fit-Out & Construction,Procurement Engineer
bd8451491842c82c,Manager- Applications Architecture,Application Architect
3ea6a3c024149860,Senior DevOps Engineer,DevOps Engineer
9f512c342b6a32e5,"Clinical Application Specialist, PCS Digital, Emerging Markets",Clinical Application Specialist
61b59bc8f551e837,Financial Analyst - COOP,Financial Analyst
0b784fe2a1601a05,Structural Design Engineer,Structural Engineer
f4908019d490881d,(AV) Audio Visual Manager - Riyadh Experience Centre,AV Manager
07c17a0d28021fd6,Sports Consultant,Sports Consultant
d695bbf813d96f83,Director of Engineering,Director of Engineering
db01991486afcc52,Quality Control Engineer,Quality Control Engineer
73d5f030f0b72075,Senior Specialist Payroll - KSA,Payroll Specialist
c3348c4604927f44,Contract Engineer,Contract Engineer
00cb4fceab6b4f34,HR Trainee,HR Specialist
b8bdab2626b73fd4,Electrician (كهربائي),Electrician
3dc180fda1222fc8,Senior Cost Engineer - Dry Utilities,Cost Engineer
ebb669bb6ed74b04,Senior Surveyor Engineer,Surveyor Engineer
72bbee8dd5e7ef5b,RF Engineer,RF Engineer
74f38b24b0f559ed,RF Engineer,RF Engineer
49c051bf9dab34b2,Procurement Specialist,Procurement Specialist
dc9e102fa0b65c4f,"Finance Manager - AI Business Solutions and Security (Modern Work, Biz Apps and Security)",Finance Manager
96dfd210517a7acc,INF - Senior Infrastructure Engineer - Remote Contract,Infrastructure Engineer
d37a53f3d4c91a43,Cathodic Protection Quality Engineer,Quality Engineer
ca72726428ae2d55,"Clinical Application Specialist, PCS Digital, Emerging Markets",Clinical Application Specialist
9c5472a13d2bac89,Project Engineering Manager,Project Manager
bca778fa311f462b,Document Control Administrator - Saudi Arabia,Document Control Administrator
55d9addc1ec7724e,Onsite Support Engineer,IT Support Specialist
fef5af9283349291,Procurement Manager – IT Supplies,Procurement Manager
224c65ae8229b63e,Cisco Networking Solutions Engineer,Network Engineer
73140ff981f82d6b,Clinical Implementation Specialist - KSA,Clinical Implementation Specialist
5cce4ed2365fa801,BM civil engineer,Civil Engineer
cae29def40f3fbcd,Social Media Specialist,Social Media Specialist
cc52147b6d5910dc,Sales Manager – Chemical Additives (Work From Home | Middle East Market),Sales Manager
7037e01f6de7d695,Senior Geotechnical Engineer,Geotechnical Engineer
80f03a21c357cbd4,Sr Machinery Engineer,Machinery Engineer
6d93a19b3ecc719d,Marketing Manager KSA,Marketing Manager
cf915de24d06aa9e,Planning & Trade Insights Executive,Marketing Manager
ff93f7f316fa90a9,Financial Analyst,Financial Analyst
99ff29e43e6c2cdb,Testing and Commissioning Lead – Mechanical,Mechanical Engineer
699bf163bf509337,AutoCAD Draftsman,Draftsman
d527efe3cad407ea,Senior Quality Manager,Quality Manager
522952a51320016a,Electrical Engineer,Electrical Engineer
769dcb2a80929786,Key Account Manager Specialty Care,Key Account Manager
a6476baa2f1632fe,SOC Lead,Cybersecurity Analyst
f136933cc5a4a13a,IT Administrator,IT Support Specialist
458fefaee82e7db3,Flutter Mobile Developer,Mobile Developer
78958bd62c964250,Senior/ Lead Brand Strategy Manager,Brand Manager
d4a37d7d488f4d91,Solution Architect – ISE,Solution Architect
de77dac14469b4a0,"Solution Architect, Rancher - Saudi Arabia",Solution Architect
308b0b3cc51f4151,End User Computing Support Engineer-ISE,IT Support Specialist
2799634073222d30,Business Analyst – ISE,Business Analyst
f3472e412ed23d10,Solution Architect – ISE,Solution Architect
5a52860b92721496,Business Analysis,Business Analyst
4c44cea355001d3b,Junior Software Developer / Project Coordinator - ASP.NET Specialist,Software Developer
5503cca7f2140181,"Workforce Staffing Specialist, Ops HR - WFS AGWS Fixed (For Saudi nationals only)",HR Specialist
d1d7029339879ef8,HSE Manager,HSE Manager
a969b5571381523f,Material Inspector,Material Inspector
b328c50b51b9246e,Geotechnical Lab Technician,Geotechnical Lab Technician
7cf711cb7dcb3e67,IT Business Specialist - Mobile Application Developer,Mobile Developer
ad904cd9cdd5eb8d,Senior Sales Engineer,Sales Engineer
640627c399575580,Director Structural Engineer - Residential (RES8),Structural Engineer
f4bfac75c8311c38,Sr. Cybersecurity Engineer,Cybersecurity Engineer
dff59a420caf771b,Electrical Engineer - Graduate,Electrical Engineer
323e4b03010e8892,Smart City Solution Architect,Solution Architect
3e335d68a18e2de2,Lead Specialist - Structural,Structural Engineer
0b78d52f4ddac13e,Traffic Engineer/ Modellor,Traffic Engineer
c8ef36ca7641d8d7,Revenue Analyst (Saudi Nationality),Revenue Analyst
34317a712d8f7e86,GIS Data Architect,GIS Data Architect
5af264ce0206ebd1,Front-End Developer,Frontend Developer
e5ccf60a6eb1d3d4,Full-Stack Developer,Full-Stack Developer
f656107e7fcce10d,Coordination and Integration Manager (Rail),Project Manager
a770b30bdd6bd615,Senior Presales Engineer,Presales Engineer
48ff6bfe043d77a7,Cybersecurity Risk & Compliance / GRC Manager,Cybersecurity Analyst
1d91eba89792dd92,"Partner and country Marketing Manager, Saudi and Middle East",Marketing Manager
940181307c7e33da,COORDINATION AND INTEGRATION MANAGER (RAIL),Project Manager
1e15936467f85b77,Mechanical Engineer - Saudi Arabia/Jeddah,Mechanical Engineer
90f1dea9366d5070,Customer Success Professional,Customer Success Manager
dc4b90dfbfb4d2a8,Senior Electrical Engineer,Electrical Engineer
c8380cd2daac29d0,Design Review Manager,Civil Engineer
de47c8bb27faf98f,Electrical Engineer,Electrical Engineer
fb8fad2fe79a260f,Senior Civil and Infra Engineer,Civil Engineer
ac477779df2d8352,Communications Lead Engineer,Telecommunications Engineer
433dcb1ee459b35e,Overall Project Controls Manager - RAK,Project Manager
956740a24baafacc,Senior Civil and Infra Engineer,Civil Engineer
2abbf0e7ce3f964d,Senior O&M Infrastructure Engineer - DevOps,DevOps Engineer
4f0a916e9b43975f,Architectural Engineer,Architectural Engineer
f780b7248dc95087,Senior HR Specialist,HR Specialist
87e13a5a4c37fe94,Senior Brand & Creative Content Manager,Brand Manager
7ebf8f5828cf37aa,Procurement Engineer,Procurement Engineer
698a7e89efc8e8a6,Junior Onsite Support Engineer,IT Support Specialist
c01a31fbb755f006,Senior Onsite Support Engineer,IT Support Specialist
afb12a45a37a58ee,IT Support Engineer,IT Support Specialist
d65eea4333b05e81,Planning & Schedule Engineer,Project Manager
2250212f9950e0a0,Software Engineer (C# .Net)-1,Software Engineer
adf550931a87a61a,Robotics Testing Engineer,Testing Engineer
56c560ec40b8d057,Design Director- City Public Realm,Design Director
f11620c8feb46fae,Business Development Manager – IT Solutions (Arabic Speaker),Business Development Manager
31bcb06703d5d6f2,Senior QS/Cost Manager,Cost Control Manager
a673c3b437457dcb,Oncology Account Manager (Jeddah),Account Manager
0727e82de34696c2,Oncology Account Manager (Riyadh),Account Manager
ec5f14dbf04119fe,Head of Strategic Partnerships (2 year fixed term contract),Business Development Manager
9475b5644fab3bc3,Industrial Engineer (Properties and Real Estate) (Saudi National Only),Industrial Engineer
2bea94fc5ec32c0f,WD Instructor,Instructor
a9258b6e2e9d2861,AI ENGINEER - COMPUTER VISION & GENERATIVE AI SPECIALIST,AI Engineer
c598ebf6c38fdb0e,CKSA-Project Executive (Saudi Only),Project Manager
09aca3e47257a8bd,CSA Engineer,Structural Engineer
63bb823ae44a0e64,TPE IV- Senior Piping/Pipeline Engineer,Piping Engineer
c7fdd3c5826e6a65,Cost Engineer (TIC) - RAK,Cost Engineer
e49887b61804517a,Piping Field Engineer,Piping Engineer
af31cc9f1f67165e,Graphic Designer Senior Specialist,Graphic Designer
a57a5ce1be718426,"3 x Sales Engineer OFA (Khobar, Jeddah, Riyadh)",Sales Engineer
4fc0e6d7adce1ecd,Service Engineer Saudi Liebherr Company (m/f/d),Mechanical Engineer
14b7e9905ea3a9f5,Talent Acquisition Specialist,Talent Acquisition Specialist
8c857d777e5dc708,Service Sales Specialist,Sales Representative
8c9011781456c6e2,Surveyor,Surveyor
5b97829603b61146,Electrical Engineer,Electrical Engineer
c0cc36019289f115,Senior Product Analyst,Product Analyst
a5c92d2417d6d278,Project Engineer III - Automation,Project Engineer
090a1876e6dfcc40,Consultant,QA Engineer
16f3ff8343746f3d,Senior Product Manager,Product Manager
a5182b02cf54c5e0,Mechanical Inspector,Mechanical Inspector
fc2854400a1d657b,Sales Executive - Arabic Speaking only,Sales Representative
b67cbf223727b398,Production Engineer - Natural Wool Manufacturing | Saudi Arabia,Production Engineer
8312aeaa4fac603f,Business Development Manager,Business Development Manager
9f2495f0fdf920a1,Major Item Repairman (MIR)-KSA,Field Engineer
9497def2cf871f1a,"Project Manager, Power & Utility",Project Manager
68ead318db9aefa9,"Analyst, Hotels and Hospitality ( KSA National )",Analyst
8e0975af1246d632,"Analyst, Strategic Consulting ( KSA National )",Analyst
ca971df4800d2d3e,Lead SQL & Oracle DB Engineer,Database Engineer
cb449d57f710dea4,Structural Design Engineer (Saudi National),Structural Engineer
5cdf8f2a666eaad1,Sr. Consultant - Sr. Project Manager: AEC & Urban Planning,Project Manager
61297ea297f9d274,SUSTAINABILITY & ENVIRONMENT SPECIALIST,Environmental Engineer
502ec09f95b24cad,RBG KSA: Principal Engineer - C/E,Structural Engineer
50476acbedea6d3d,Graduate Engineer - Mechanical,Mechanical Engineer
